exercise_name_en,exercise_type,body_part,equipment,level,description
Smith machine shrug,力量训练,Traps,器械,Intermediate,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Leverage Shrug,力量训练,Traps,器械,Intermediate,
Calf-Machine Shoulder Shrug,力量训练,Traps,器械,Beginner,
Smith machine behind-the-back shrug,力量训练,Traps,器械,Intermediate,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Smith machine upright row,力量训练,Traps,器械,Intermediate,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
Machine low row-,力量训练,Traps,器械,Intermediate,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout."
Machine Shrug - Gethin Variation,力量训练,Traps,器械,Intermediate,
Smith machine single-arm shrug,力量训练,Traps,器械,Intermediate,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
Isometric Neck Exercise - Sides,力量训练,Neck,徒手,Beginner,
Isometric Neck Exercise - Front And Back,力量训练,Neck,徒手,Beginner,
Neck Bridge Prone,力量训练,Neck,徒手,Beginner,
Side Neck Stretch,拉伸,Neck,徒手,Intermediate,
Neck-SMR,拉伸,Neck,徒手,Intermediate,
Scapular Pull-Up,力量训练,Traps,徒手,Beginner,
Single-leg depth squat,力量训练,Quadriceps,弹力带,Intermediate,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control."
Squats - With Bands,力量训练,Quadriceps,弹力带,Beginner,
Hip Flexion with Band,力量训练,Quadriceps,弹力带,Beginner,
Forward Band Walk,力量训练,Quadriceps,弹力带,Beginner,
Boss Everline Resistance-Band Pull Sprint,力量训练,Quadriceps,弹力带,Intermediate,
Banded jump squat,力量训练,Quadriceps,弹力带,Intermediate,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat."
Speed Box Squat,举重,Quadriceps,弹力带,Intermediate,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel."
HM Banded Squat Toe Tap,力量训练,Quadriceps,弹力带,Intermediate,
UP Band Abducted Squat,力量训练,Quadriceps,弹力带,Intermediate,
FYR2 Lateral Band Walk,力量训练,Quadriceps,弹力带,Intermediate,
FYR2 Banded Squat Hold-Pulse-Jump Complex,力量训练,Quadriceps,弹力带,Intermediate,
Band split squat,力量训练,Quadriceps,弹力带,Intermediate,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads."
Band front squat,力量训练,Quadriceps,弹力带,Intermediate,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance."
Squat hold with band pull-apart,力量训练,Quadriceps,弹力带,Intermediate,"The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings."
Banded squat toe tap,力量训练,Quadriceps,弹力带,Intermediate,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout."
Band overhead squat,力量训练,Quadriceps,弹力带,Intermediate,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit."
Quadriceps SMR,拉伸,Quadriceps,泡沫轴,Intermediate,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads."
Clean from Blocks,奥林匹克举重,Quadriceps,杠铃,Beginner,
Barbell Full Squat,力量训练,Quadriceps,杠铃,Intermediate,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher."
Barbell back squat to box,举重,Quadriceps,杠铃,Intermediate,"The barbell back squat to box is a popular version of a classic lower-body exercise that utilizes a box at the bottom position of the movement. This allows the lifter to customize the depth of the squat, as well as limit the stretch reflex at the bottom of the squat. The movement targets the quadriceps, glutes, and hamstrings. The squat to box can be performed for low reps to build strength or power, or for higher reps to build muscle."
Push-press,奥林匹克举重,Quadriceps,杠铃,Intermediate,"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of barbell complexes, power training for all types of athletics, or as a powerful shoulder exercise."
Power snatch-,奥林匹克举重,Quadriceps,杠铃,Expert,"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch can be used as a learning tool for the full snatch, or to train muscular power and strength on its own. It is usually performed for low reps, focusing on power and movement quality."
Hang Clean,奥林匹克举重,Quadriceps,杠铃,Beginner,
Barbell walking lunge,力量训练,Quadriceps,杠铃,Intermediate,"The barbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as the core muscles. Using a barbell allows you to overload the exercise. It can be performed for moderate reps, such as 8-15 per set or across the gym, or for higher reps as a conditioning and mental toughness challenge."
